Manufacturer;Model;Size;LCD Type;Resolution;Range;Interface;LFC;Freesync 2;HDR
Philips;356M6Q/356M6QDS;25";IPS;1920x1080;48-75 via DisplayPort 48-75 via HDMI;DisplayPort™, HDMI®;No;No;No
Philips;356M6Q/356M6QJA;35";IPS;1920x1080;48-75 via DisplayPort 48-75 via HDMI;DisplayPort™, HDMI®;No;No;No
Philips;PHL 278M6F/278M6FJMB;27";VA;2560x1440;48-144 via DisplayPort 48-144 via HDMI;DisplayPort™, HDMI®;Yes;No;No
Philips;PHL 328E8Q/328E8QJS;32";VA;1920x1080;48-75 via DisplayPort 48-75 via HDMI;DisplayPort™, HDMI®;No;No;No
Pixio;PX276 (Panel 2);27";NA;2560x1440;30-144 via DisplayPort;DisplayPort™;Yes;No;No
Pixio;PX277;27";NA;2560x1440;30-144 via DisplayPort;DisplayPort™;Yes;No;No
Samsung;BE270UA;27";IPS;2560x1440;48-75 via DisplayPort;DisplayPort™;Yes;No;No
Samsung;C22F390;22";VA;1920x1080;48-72 via DisplayPort 48-72 via HDMI;DisplayPort™, HDMI®;No;No;No
Samsung;C24F390FHC;24";VA;1920x1080;48-72 via DisplayPort 48-72 via HDMI;DisplayPort™, HDMI®;No;No;No
Samsung;C27F390FHC;27";VA;1920x1080;48-72 via DisplayPort 48-72 via HDMI;DisplayPort™, HDMI®;No;No;No
Samsung;C27F398;27";VA;1920x1080;48-72 via DisplayPort 48-72 via HDMI;DisplayPort™, HDMI®;No;No;No
Samsung;C27F591;27";VA;1920x1080;48-72 via DisplayPort;DisplayPort™;Yes;No;No
Samsung;C27FG70;27";VA;1920x1080;70-144 via DisplayPort 119-119 via HDMI;DisplayPort™, HDMI®;Yes;No;No
Samsung;C27HG70;27";VA;2560x1440;48-144 via DisplayPort 100-100 via HDMI;DisplayPort™, HDMI®;Yes;Yes;Yes
Samsung;C32HG70;32";VA;2560x1440;48-144 via DisplayPort 100-100 via HDMI;DisplayPort™, HDMI®;Yes;Yes;Yes
Samsung;C32JG51FDU;32";NA;1920x1080;48-144 via DisplayPort 48-144 via HDMI;DisplayPort™, HDMI®;Yes;No;No
Samsung;C34J79x;34";VA;3440x1440;48-100 via DisplayPort 48-100 via HDMI;DisplayPort™, HDMI®;Yes;No;No
Samsung;C49HG90;49";VA;3880x1080;48-144 via DisplayPort 100-100 via HDMI;DisplayPort™, HDMI®;Yes;Yes;Yes
Samsung;CFG70-27;27";NA;1920x1080;48-144 via DisplayPort 48-120 via HDMI;DisplayPort™, HDMI®;Yes;No;No
Samsung;CHG70_32 (FS2);32";NA;2560x1440;48-144 via DisplayPort 48-100 via HDMI;DisplayPort™, HDMI®;Yes;Yes;Yes
Samsung;CHG90_49;49";NA;3840x1080;72-144 via DisplayPort 50-100 via HDMI;DisplayPort™, HDMI®;Yes;Yes;Yes
Samsung;LC27FG70FQ;27";NA;1920x1080;70-144 via DisplayPort 120-120 via HDMI;DisplayPort™, HDMI®;Yes;No;No
Samsung;LC27FG70FQKKXR;27";NA;1920x1080;70-144 via DisplayPort 62-120 via HDMI;DisplayPort™, HDMI®;Yes;No;No
Samsung;LS24E370;24";PLS;1920x1080;48-75 via DisplayPort;DisplayPort™;Yes;No;No
Samsung;S24F350FHW;24";IPS;1920x1080;48-72 via DisplayPort 48-72 via HDMI;DisplayPort™, HDMI®;No;No;No
Samsung;S27F350FHW;27";IPS;1920x1080;48-72 via DisplayPort 48-72 via HDMI;DisplayPort™, HDMI®;No;No;No
Samsung;U24E590D;24";PLS;3840x2160;40-60 via DisplayPort;DisplayPort™;Yes;No;No
Samsung;U24E850R;34";PLS;3840x2160;40-60 via DisplayPort;DisplayPort™;Yes;No;No
Samsung;U28E590D;28";TN;3840x2160;40-60 via DisplayPort;DisplayPort™;Yes;No;No
Samsung;U28E850R;28";TN;3840x2160;40-60 via DisplayPort;DisplayPort™;Yes;No;No
Samsung;U32E850R;32";PLS;3840x2160;40-60 via DisplayPort;DisplayPort™;Yes;No;No
Samsung;V27F390;27";NA;1920x1080;48-68 via HDMI;HDMI®;Yes;No;No
Samsung;V27F398;27";VA;1920x1080;48-72 via DisplayPort;DisplayPort™;Yes;No;No
SCEPTRE;C27/ C275B-144R;27";VA;1920x1080;48-144 via DisplayPort 48-144 via HDMI;DisplayPort™, HDMI®;Yes;No;No
SCEPTRE;C32/ C325B-144R;32";VA;1920x1080;48-144 via DisplayPort 48-144 via HDMI;DisplayPort™, HDMI®;Yes;No;No
ViewSonic;V27F390;27";NA;1920x1080;48-68 via DisplayPort 68-68 via HDMI;DisplayPort™, HDMI®;No;No;No
ViewSonic;VX2257-mhd;22";TN;1920x1080;48-75 via DisplayPort;DisplayPort™;Yes;No;No
ViewSonic;VX2457/VX2457-mhd;24";TN;1920x1080;48-144 via DisplayPort 48-144 via HDMI;DisplayPort™, HDMI®;Yes;No;No
ViewSonic;VX2457-mhd;24";TN;1920x1080;48-75 via DisplayPort;DisplayPort™;Yes;No;No
ViewSonic;VX2458 / VX2458-c-mhd;24";VA;1920x1080;48-144 via DisplayPort 48-144 via HDMI;DisplayPort™, HDMI®;Yes;No;No
ViewSonic;VX2458-mhd;24";TN;1920x1080;48-144 via DisplayPort 48-144 via HDMI;DisplayPort™, HDMI®;Yes;No;No
ViewSonic;VX2757-mhd;27";TN;1920x1080;48-75 via DisplayPort;DisplayPort™;Yes;No;No
ViewSonic;VX2758-C-mh;27";VA;1920x1080;48-144 via HDMI;HDMI®;Yes;No;No
ViewSonic;VX3211-4K / VX3211-4K-mhd;32";VA;3840x2160;40-60 via DisplayPort 40-60 via HDMI;DisplayPort™, HDMI®;No;No;No
ViewSonic;VX3218;32";NA;2560x1440;47-75 via DisplayPort;DisplayPort™;Yes;No;No
ViewSonic;VX3218-shdw;32";PLS;2560x1440;47-75 via DisplayPort;DisplayPort™;Yes;No;No
ViewSonic;VX3258/VX3258-2KC-mhd;32";VA;2560x1440;48-144 via DisplayPort 48-144 via HDMI;DisplayPort™, HDMI®;Yes;No;No
ViewSonic;XG2401;24";TN;1920x1080;48-144 via DisplayPort;DisplayPort™;Yes;No;No
ViewSonic;XG2402;24";TN;1920x1080;48-144 via DisplayPort 48-144 via HDMI;DisplayPort™, HDMI®;Yes;No;No
ViewSonic;XG2530;25";TN;1920x1080;48-240 via DisplayPort 48-240 via HDMI;DisplayPort™, HDMI®;Yes;No;No
ViewSonic;XG2700-4K;27";TN;3840x2160;40-60 via DisplayPort;DisplayPort™;Yes;No;No
ViewSonic;XG2701;27";TN;1920x1080;48-144 via DisplayPort;DisplayPort™;Yes;No;No
ViewSonic;XG2702;27";TN;1920x1080;48-144 via DisplayPort 48-144 via HDMI;DisplayPort™, HDMI®;Yes;No;No
ViewSonic;XG2703;27";VA;2560x1440;48-144 via DisplayPort 48-144 via HDMI;DisplayPort™, HDMI®;Yes;No;No
ViewSonic;XG2730;27";TN;2560x1440;48-144 via DisplayPort 48-144 via HDMI;DisplayPort™, HDMI®;Yes;No;No
ViewSonic;XG3202;32";VA;1920x1080;48-144 via DisplayPort 48-144 via HDMI;DisplayPort™, HDMI®;Yes;No;No
ViewSonic;XG3220;32";VA;3840x2160;40-60 via DisplayPort 40-60 via HDMI;DisplayPort™, HDMI®;No;No;No
ViewSonic;XG3240C;32";VA;2560x1440;48-144 via DisplayPort 48-144 via HDMI;DisplayPort™, HDMI®;Yes;No;No
Viotek;GN32LD;32";VA;2560x1440;48-144 via DisplayPort 48-144 via HDMI;DisplayPort™, HDMI®;Yes;No;No
Viotek;GN35LD;35";VA;2560x1080;48-144 via DisplayPort 48-144 via HDMI;DisplayPort™, HDMI®;Yes;No;No
WORTMANN;TERRA 3280W;31";VA;2560x1440;48-144 via DisplayPort 48-144 via HDMI;DisplayPort™, HDMI®;Yes;No;No
Philips;276E8Q/276E8QHS;27";IPS;1920x1080;48-75 via HDMI;HDMI®;Yes;No;No
HP;27fw(Panel2-LHD EC);27";IPS;1920x1080;48-75 via HDMI;HDMI®;Yes;No;No
Acer;HA240Y/HA240Y B;24";IPS;1920x1080;48-75 via HDMI;HDMI®;Yes;No;No
Acer;R271/R271 Bbmix;27";IPS;1920x1080;48-75 via HDMI;HDMI®;Yes;No;No
Philips;246E8Q/246E8QHS;24";IPS;1920x1080;48-75 via HDMI;HDMI®;Yes;No;No
Acer;R221Q/R221Q Bbmix;22";IPS;1920x1080;48-75 via HDMI;HDMI®;Yes;No;No
Monoprice;315/33822;32";VA;2560x1440;48-144 via DisplayPort 48-144 via HDMI;DisplayPort™, HDMI®;Yes;No;No
HP;27xq(Panel2-AUO);27";TN;2560x1440;48-144 via DisplayPort 48-144 via HDMI;DisplayPort™, HDMI®;Yes;No;No
AOPEN;27ML1;27";A-HVA;1920x1080;48-75 via HDMI;HDMI®;Yes;No;No
HP;27f(Panel2-LHD EC);27";IPS;1920x1080;48-75 via HDMI;HDMI®;Yes;No;No
HP;27fh(Panel2-LHD EC);27";IPS;1920x1080;48-75 via HDMI;HDMI®;Yes;No;No
HP;27fw/ 27fw with Audio(Panel2-LHD EC);27";IPS;1920x1080;48-75 via HDMI;HDMI®;Yes;No;No
Monoprice;315/33821;32";VA;2560x1440;48-144 via DisplayPort 48-144 via HDMI;DisplayPort™, HDMI®;Yes;No;No
Hannspree;HG324QJB/HSG1381;32";VA;2560x1440;48-144 via DisplayPort 48-144 via HDMI;DisplayPort™, HDMI®;Yes;No;No
